,0000-1-4283-01,김충혁,,20,20,,,공학교양세미나
,0000-1-4283-02,권순철,,20,19,,20,공학교양세미나
,0000-1-4102-01,김길래,,41,53,,,블록체인의이해
,0000-1-4102-02,,,,25,,,블록체인의이해
,0000-1-9340-01,정태원,,,,,,빅데이터의이해
,0000-1-9340-02,정태원,,,,,,빅데이터의이해
,0000-1-4099-01,하마처,,36,27,,,사진편집기술
,0000-1-4099-02,임준영,,,28,,,사진편집기술
,0000-1-7461-01,김형국,,18,21,,13,상상공학과표현
,0000-1-7461-02,김형국,,13,22,,,상상공학과표현
,0000-1-5674-01,김충혁,,100,98,,,생활속의과학
,0000-1-5674-02,김상목,,,21,,,생활속의과학
,0000-1-9885-01,박봉주,,46,48,,,생활속의생명과학
,0000-1-4101-01,조수영,,136,,,,인공지능의이해
,0000-1-4101-02,함건희,,,,,,인공지능의이해
,0000-1-1640-01,스레스터바누,,,,,,컴퓨터개론
,0000-1-3293-01,이롤랜드,,34,33,,18,컴퓨터활용
,0000-1-4125-01,이강성,,37,40,,,파이썬프로그래밍기초
,0000-1-4125-02,이강성,,38,33,,,파이썬프로그래밍기초
,0000-2-6019-01,양재규,,,20,,,공학교양심화세미나
,0000-2-6957-01,고병량,,21,16,,,디지털사운드제작
,0000-2-6957-02,홍민의,,,26,,,디지털사운드제작
,0000-2-3298-01,정영희,,22,36,,20,모바일프로그래밍기초
,0000-2-9251-01,김충혁,,24,29,,,신기술과미래사회
,0000-2-9251-02,원일석,,,,,,신기술과미래사회
,0000-2-3029-01,,,,18,,25,인터넷활용
,0000-2-3029-02,유소율,,,,,,인터넷활용
,0000-2-3029-03,문석재,,,,,,인터넷활용
,0000-2-2991-01,박봉주,,45,45,,46,자연과학사
,0000-2-2991-02,박경순,,50,48,,43,자연과학사
,0000-2-2994-01,김동수,,,47,,,환경과생태
,0000-3-5765-01,이상민,,36,32,,,미디어아트
,0000-3-2997-01,황윤성,,,20,,,산업화와환경오염
,0000-3-2997-02,코두루,,,15,,,산업화와환경오염
,0000-4-7462-01,신수연,,,29,,,예술과과학의융합
,0000-1-5899-01,이재유,,42,,,,과학기술윤리
,0000-1-5899-02,박지희,,45,31,,46,과학기술윤리
,0000-1-0221-01,우호용,,,27,,,과학철학의이해
,0000-1-3925-01,김희교,,22,,,10,나의역사
,0000-1-8085-01,김정아,,,43,,,논리적으로사고하기
,0000-1-8085-02,황순호,,,18,,,논리적으로사고하기
,0000-1-8085-03,오지호,,,,,,논리적으로사고하기
,0000-1-5224-01,고경주,,49,48,,49,동서양신화읽기와변용
,0000-1-4356-01,도승연,,50,50,,,동서양의예술과미학
,0000-1-4831-01,김승제,,,,,,동양사상으로보는건축이야기
,0000-1-3919-01,,,,,,20,동양의역사
,0000-1-5659-01,김인호,,,45,,,세계화시대의역사보기
,0000-1-4412-01,노정진,,,,,,심층탐구인간과세계의이해
,0000-1-4413-01,노진서,,,29,,,영화로읽는문학
,0000-1-5660-01,김동조,,49,80,,74,유럽의과거와현재
,0000-1-5660-02,윤희두,,,,,,유럽의과거와현재
,0000-1-2959-01,이지영,,58,28,,97,인간존재의이해
,0000-1-2959-02,박은미,,,,,,인간존재의이해
,0000-1-5661-01,김정권,,20,20,,20,인문교양세미나
,0000-1-5661-02,김인호,,20,20,,20,인문교양세미나
,0000-1-4830-01,이종익,,,,,,인성과리더십
,0000-1-5655-01,김영인,,43,15,,47,현대사회와윤리
,0000-2-9742-01,박정우,,,52,,,글로벌시대의종교와문화
,0000-2-9742-02,박정우,,,52,,,글로벌시대의종교와문화
,0000-2-5662-01,,,,,,,동북아근현대사
,0000-2-3937-01,유의상,,49,58,,,동아시아국제관계사
,0000-2-4050-01,정소영,,,42,,,동아시아문학과사회
,0000-2-7727-01,노진서,,30,30,,27,미디어로읽는영어의역사
,0000-2-6133-01,,,,,,48,세계도시문명사
,0000-2-3933-01,허민준,,,,,,예술철학으로의초대
,0000-2-6018-01,,,,,,,인물로본동양사
,0000-2-5663-01,윤성재,,49,58,,,인물로본한국사
,0000-2-5663-02,최희준,,44,21,,,인물로본한국사
,0000-2-4833-01,김인호,,,,,,한국가족의역사와현재
,0000-2-3932-01,김정권,,57,71,,99,한국근현대사
,0000-2-3932-02,김정권,,50,49,,98,한국근현대사
,0000-2-3944-01,박동억,,,,,,한국명작의이해
,0000-2-4414-01,박인혜,,,20,,,현대사회의생명과신체
,0000-2-4414-02,박인혜,,,20,,,현대사회의생명과신체
,0000-3-6517-01,차승현,,50,48,,47,르네상스문화와과학
,0000-3-8122-01,노진서,,30,29,,30,문예작품으로읽는서양문명사
,0000-3-6516-01,김미정,,50,23,,22,우리시대의삶과문학
,0000-3-3924-01,임경석,,,29,,,자본주의역사
,0000-3-1879-01,도승연,,74,48,,,현대사상의이해
,0000-3-1879-02,이현주,,,18,,,현대사상의이해
,0000-1-8583-01,이남겸,,,55,,,글로벌시대의쟁점과현안
,0000-1-8583-02,이남겸,,,55,,,글로벌시대의쟁점과현안
,0000-1-5901-01,김찬모,,32,,,66,기술경영과마케팅
,0000-1-5901-02,김찬모,,33,20,,66,기술경영과마케팅
,0000-1-0670-01,손명지,,45,50,,99,법과생활
,0000-1-4282-01,하마처,,19,20,,20,사회과학교양세미나
,0000-1-4282-02,김일식,,20,,,18,사회과학교양세미나
,0000-1-4061-01,임안나,,93,95,,87,사회봉사2
,0000-1-3948-01,이시윤,,,72,,,사회학의이해
,0000-1-0806-01,이수욱,,50,44,,57,생활속의경제
,0000-1-0806-02,김일식,,46,,,30,생활속의경제
,0000-1-4415-01,권지현,,,72,,,생활속의지식재산권
,0000-1-4638-01,이수욱,,34,27,,80,생활속의회계와세무
,0000-1-3928-01,이정은,,33,40,,45,성과심리학
,0000-1-3363-01,김일식,,61,,,60,세계경제의이해
,0000-1-3363-02,김일식,,61,,,60,세계경제의이해
,0000-1-2982-01,김기년,,,34,,67,인간심리의이해
,0000-1-5667-01,기유정,,34,23,,42,정치와현대사회
,0000-1-1797-01,박수경,,39,43,,69,한국사회의이해
,0000-2-3537-01,한재경,,,,,,[S-L]법과권리
,0000-2-8586-01,이남겸,,,,,,21세기동아시아사회의이해
,0000-2-6048-01,노정진,,,,,,경력개발프로그램(CDP)
,0000-2-9744-01,레이몬드,,41,41,,28,미디어활용과생활
,0000-2-9744-02,레이몬드,,18,39,,18,미디어활용과생활
,0000-2-6137-01,강희창,,39,55,,20,범죄와사회
,0000-2-2988-01,서의경,,,49,,,법과경제
,0000-2-8834-01,한재경,,80,100,,96,법과권리
,0000-2-8834-03,한재경,,,,,,법과권리
,0000-2-3645-01,정영석,,30,98,,,법과정치
,0000-2-8124-01,이춘원,,22,23,,19,법논리학
,0000-2-4416-01,손주영,,,48,,,북한의이해와통일전략
,0000-2-7726-01,도기숙,,20,20,,,자아의이해와문학치료
,0000-2-7726-02,도기숙,,20,20,,,자아의이해와문학치료
,0000-2-3008-01,손주영,,49,49,,95,조직과리더쉽
,0000-2-3008-02,손주영,,46,48,,86,조직과리더쉽
,0000-2-8585-01,이은정,,26,30,,,지구적으로생각하고지역적으로실천하기
,0000-2-8588-01,김남성,,19,59,,,탈성장시대의사회와경제
,0000-2-4834-01,황갑선,,,,,,한국사회와다문화이해
,0000-2-3950-01,최현우,,24,77,,,현대사회와인권
,0000-2-8587-01,김정권,,29,,,,현대한국사회의문제와해법
,0000-3-4835-01,이남겸,,,,,,동아시아경제와사회문화의이해
,0000-3-4836-01,손상식,,,,,,생활속의인권과소수자보호
,0000-3-9448-01,이경학,,,18,,,스타트업과고객발굴전략
,0000-3-3946-01,도기숙,,38,45,,,여성과남성
,0000-3-3240-01,황갑선,,79,58,,,취업전략
,0000-3-3240-02,황갑선,,79,31,,,취업전략
,0000-1-3589-01,임병화,,,,,,독일어1
,0000-1-3589-02,권상희,,,28,,,독일어1
,0000-1-3812-01,조지 부르고스,,,,,,스페인어1
,0000-1-3812-02,신태식,,29,21,,,스페인어1
,0000-1-5688-01,유양근,,49,50,,100,일본문화읽기
,0000-1-5688-02,권혁인,,47,42,,,일본문화읽기
,0000-1-6524-01,권혁인,,18,22,,,일본어듣기와쓰기
,0000-1-6524-02,권혁인,,19,19,,,일본어듣기와쓰기
,0000-1-6525-01,황육림,,14,11,,,중국어듣기와쓰기
,0000-1-3593-01,다와라기하루미,,29,28,,29,초급일본어1
,0000-1-3593-02,이승영,,28,,,25,초급일본어1
,0000-1-3593-03,후지무라마이,,30,29,,29,초급일본어1
,0000-1-3593-04,이지은,,,,,30,초급일본어1
,0000-1-3593-05,정수진,,,30,,,초급일본어1
,0000-1-3593-06,김지은,,,,,,초급일본어1
,0000-1-3593-07,김경화,,,,,,초급일본어1
,0000-1-3593-08,김희성,,28,,,28,초급일본어1
,0000-1-3593-09,김덕미,,30,29,,28,초급일본어1
,0000-1-3593-10,신원선,,,,,,초급일본어1
,0000-1-3696-01,최정아,,18,,,,초급일본어2
,0000-1-3696-02,이승영,,20,,,17,초급일본어2
,0000-1-3696-03,후지무라마이,,29,18,,20,초급일본어2
,0000-1-3696-04,다와라기하루미,,,,,,초급일본어2
,0000-1-3090-01,다와라기하루미,,23,19,,22,초급일본어생활한자
,0000-1-2950-01,곡효운,,29,30,,,초급중국어1
,0000-1-2950-02,고영란,,21,22,,,초급중국어1
,0000-1-2950-03,김정인,,22,19,,19,초급중국어1
,0000-1-2950-04,김태경,,25,10,,25,초급중국어1
,0000-1-2950-05,임미주,,26,25,,,초급중국어1
,0000-1-2950-06,장가원,,28,21,,18,초급중국어1
,0000-1-2950-07,양류,,,,,,초급중국어1
,0000-1-2950-08,김수정,,,,,,초급중국어1
,0000-1-3039-01,곡효운,,19,25,,24,초급중국어2
,0000-1-3039-02,이승희,,,,,,초급중국어2
,0000-1-3039-03,김수정,,21,18,,25,초급중국어2
,0000-1-3697-01,허영인,,25,19,,11,프랑스어2
,0000-1-8594-01,박현곤,,30,22,,16,현대중국의문화트렌드
,0000-1-8594-02,곡효운,,29,28,,29,현대중국의문화트렌드
,0000-2-4921-01,권혁인,,20,16,,,JLPT연습
,0000-2-2977-01,김준,,35,29,,29,생활한문
,0000-2-2977-02,이철희,,28,29,,19,생활한문
,0000-2-2977-03,김지현,,29,16,,19,생활한문
,0000-2-2977-04,김홍구,,32,30,,,생활한문
,0000-2-2977-05,안나미,,26,29,,,생활한문
,0000-2-3349-01,후지무라마이,,,29,,27,스크린일본어
,0000-2-3349-02,박현정,,,17,,,스크린일본어
,0000-2-4932-01,박현곤,,,16,,,스크린중국어
,0000-2-5689-01,이승영,,20,,,19,실용일본어문법
,0000-2-6526-01,곡효운,,21,29,,,실용중국어문법
,0000-2-6023-01,후지무라마이,,16,19,,15,실전일본어회화
,0000-2-6023-02,다와라기하루미,,14,9,,8,실전일본어회화
,0000-2-8653-01,곡효운,,,,,,중국문화지리
,0000-2-4426-01,이명숙,,,25,,,중국어HSK연습
,0000-2-6022-01,김수정,,,23,,,중국어커뮤니케이션
,0000-1-3223-01,설수황,,20,20,,19,골프
,0000-1-3223-02,설수황,,20,20,,20,골프
,0000-1-0387-01,김준희,,,,,,농구
,0000-1-5378-01,진지형,,20,20,,20,댄스스포츠
,0000-1-5378-02,진지형,,20,20,,20,댄스스포츠
,0000-1-2238-01,정재은,,20,20,,20,스케이팅
,0000-1-2238-02,정재은,,20,20,,20,스케이팅
,0000-1-0898-01,최재희,,18,20,,20,스키
,0000-1-9255-01,박석,,,20,,20,승마
,0000-1-5683-01,홍승연,,20,20,,20,요가
,0000-1-5683-02,홍승연,,20,20,,20,요가
,0000-1-5684-01,최재영,,20,20,,,웰니스트레이닝
,0000-1-5684-02,김준희,,,,,,웰니스트레이닝
,0000-1-1618-01,남용우,,22,20,,18,축구
,0000-1-1618-02,남용우,,22,20,,19,축구
,0000-1-1679-01,박현애,,19,20,,20,탁구
,0000-1-1679-02,박현애,,20,20,,19,탁구
,0000-1-4418-01,배윤진,,,15,,,교양음악실기(바이올린)
,0000-1-4422-01,노정진,,,15,,,교양음악실기(색소폰)
,0000-1-4419-01,정연재,,,15,,,교양음악실기(첼로)
,0000-1-4421-01,김진규,,,14,,,교양음악실기(클라리넷)
,0000-1-4424-01,유태성,,,14,,,교양음악실기(클래식기타)
,0000-1-4420-01,조선낭,,,,,,교양음악실기(플루트)
,0000-2-6059-01,연효정,,15,15,,,실내악앙상블
,0000-1-6060-01,이강성,,14,14,,,아카펠라
,0000-1-8127-01,김문석,,15,15,,,드로잉
,0000-1-8127-02,이정인,,,15,,,드로잉
,0000-2-7778-01,김문석,,14,15,,,일러스트레이션
,0000-2-7778-02,윤지현,,15,15,,15,일러스트레이션
,0000-1-4837-01,김재영,,,,,,K콘텐츠트랜드의이해
,0000-1-5678-01,고효경,,,,,,대중문화와삶
,0000-1-5678-02,하효숙,,42,35,,49,대중문화와삶
,0000-1-4843-01,김서영,,,,,,문화예술교양세미나
,0000-1-2437-01,고해종,,,14,,,연극의이해
,0000-1-3814-01,이대범,,98,91,,98,영화의이해
,0000-1-3814-02,김서윤,,,,,,영화의이해
,0000-1-4051-01,김서영,,,43,,71,인간과예술
,0000-1-4051-02,김서영,,,43,,71,인간과예술
,0000-2-2942-01,김영찬,,,19,,,미술의이해
,0000-2-4417-01,노정진,,77,78,,100,재즈의역사
,0000-2-5061-01,조선낭,,,,,,클래식음악의역사
,0000-2-5061-02,조선낭,,,,,,클래식음악의역사
,0000-2-5680-01,김건우,,,67,,,판타지장르와미래학
,0000-2-2968-01,박지은,,,32,,,한국의문화유산
,0000-2-2968-02,김형근,,54,62,,49,한국의문화유산
,0000-2-4925-01,이소윤,,,37,,,현대사회와스포츠
,0000-2-4925-02,강지연,,41,38,,64,현대사회와스포츠
,0000-3-5682-01,김문석,,97,100,,,생활속의디자인
,0000-3-3200-01,한지영,,68,47,,67,운동과건강
,0000-3-3200-02,김혜련,,,54,,,운동과건강
,0000-3-3200-03,이시은,,68,78,,68,운동과건강
,0000-3-3200-04,김준희,,,,,,운동과건강
,0000-1-3671-01,손영희,,46,26,,,기초영문법
,0000-1-0355-01,에이미,,,,,,기초영어회화
,0000-1-1078-01,브라이언,,20,17,,,영어회화1
,0000-1-1078-02,에이미,,,20,,,영어회화1
,0000-1-1078-03,브라이언,,20,17,,,영어회화1
,0000-2-4067-01,손영희,,28,29,,28,기초영작문
,0000-2-4913-01,류병율,,,,,,대학영문법1
,0000-2-1079-01,에이미,,25,16,,,영어회화2
,0000-2-1079-02,브라이언,,,29,,,영어회화2
,0000-2-1079-03,에이미,,25,16,,,영어회화2
,0000-2-3022-01,정지수,,,,,,영화영어
,0000-3-0910-01,고현아,,28,19,,,시사영어
,0000-3-8596-01,노진서,,28,29,,29,영미문화읽기
,0000-3-8600-01,브라이언,,22,25,,20,영어연극연습
,0000-4-4109-01,에이미,,,,,,비지니스영작문
,0000-1-4626-01,이진우,,39,29,,,대학수학및연습2
,0000-1-4626-02,이호석,,,48,,,대학수학및연습2
,0000-1-4626-03,박경은,,50,,,,대학수학및연습2
,0000-1-4626-04,양훈기,,,,,,대학수학및연습2
,0000-1-4626-05,김소영,,,52,,,대학수학및연습2
,0000-1-4626-06,신안숙,,,,,,대학수학및연습2
,0000-1-4626-07,유다혜,,54,54,,48,대학수학및연습2
,0000-1-4626-08,김순영,,47,50,,,대학수학및연습2
,0000-1-4626-09,하재근,,42,,,39,대학수학및연습2
,0000-1-4626-10,최주엽,,,,,,대학수학및연습2
,0000-1-4626-11,심은화,,,48,,,대학수학및연습2
,0000-1-4626-12,박정준,,55,49,,42,대학수학및연습2
,0000-1-4626-13,김동호,,,29,,,대학수학및연습2
,0000-1-4626-14,이현근,,,40,,,대학수학및연습2
,0000-1-4626-15,이현근,,,40,,,대학수학및연습2
,0000-1-4626-16,강우석,,,,,,대학수학및연습2
,0000-1-4626-17,김원주,,50,50,,,대학수학및연습2
,0000-1-4626-18,연윤정,,50,32,,50,대학수학및연습2
,0000-1-4626-19,전성희,,,51,,,대학수학및연습2
,0000-1-4626-20,권윤기,,26,26,,,대학수학및연습2
,0000-1-4626-21,류송분,,,47,,48,대학수학및연습2
,0000-1-4626-22,이종우,,22,14,,22,대학수학및연습2
,0000-1-4626-23,이현석,,,,,,대학수학및연습2
,0000-1-4626-24,정계선,,44,31,,50,대학수학및연습2
,0000-1-4625-01,박지연,,,,,,대학수학및연습1
,0000-1-4625-02,조향감,,,,,,대학수학및연습1
,0000-1-4627-01,장정환,,55,47,,,벡터해석학및연습
,0000-1-4627-02,홍석영,,,,,,벡터해석학및연습
,0000-1-4627-03,서보윤,,,38,,,벡터해석학및연습
,0000-1-4627-04,엄태관,,,,,,벡터해석학및연습
,0000-1-4627-05,최종성,,,,,,벡터해석학및연습
,0000-1-0109-01,이석준,,31,18,,32,경영통계
,0000-1-0109-02,이석준,,31,18,,32,경영통계
,0000-1-5704-01,김영희,,20,19,,,자연교양세미나
,0000-1-5704-02,최종성,,19,20,,19,자연교양세미나
,0000-2-4970-01,최윤철,,20,23,,9,공학수학2
,0000-2-4970-02,돌지,,37,21,,49,공학수학2
,0000-2-4970-03,윤미,,26,,,50,공학수학2
,0000-2-4970-04,이종실,,,,,,공학수학2
,0000-2-4970-05,안소영,,23,,,,공학수학2
,0000-2-4970-06,이재승,,20,39,,14,공학수학2
,0000-2-4970-07,정훈,,,,,,공학수학2
,0000-2-4970-08,박수원,,25,58,,63,공학수학2
,0000-2-4970-09,오성욱,,,,,,공학수학2
,0000-2-4970-10,돌지,,37,21,,49,공학수학2
,0000-2-4970-11,박주희,,,26,,,공학수학2
,0000-2-4970-12,김연수,,47,50,,46,공학수학2
,0000-2-4969-01,김재요,,18,35,,,공학수학1
,0000-2-6020-01,최종성,,12,20,,,자연교양심화세미나
,0000-2-7724-01,최종성,,18,17,,16,수학과철학의대화
,0000-2-0819-01,김영희,,19,19,,,선형대수학
,0000-2-0819-02,송영권,,30,38,,32,선형대수학
,0000-2-0819-03,김상목,,24,16,,17,선형대수학
,0000-2-0819-04,이강훈,,,42,,50,선형대수학
,0000-2-0819-05,문승현,,34,98,,,선형대수학
,0000-3-1942-01,김태균,,43,38,,29,확률및통계
,0000-3-8120-01,김영희,,36,36,,,정보사회와수학
,0000-1-3416-01,전부일,,,,,,대학물리및실험2
,0000-1-3416-02,최진성,,,45,,,대학물리및실험2
,0000-1-3416-03,나영호,,,37,,,대학물리및실험2
,0000-1-3416-04,구제환,,47,39,,,대학물리및실험2
,0000-1-3416-05,이현규,,,,,,대학물리및실험2
,0000-1-3414-01,,,,,,,대학물리및실험1
,0000-1-9884-01,이현규,,,,,,대학물리학2
,0000-1-9884-02,김윤기,,,,,,대학물리학2
,0000-1-9884-03,구제환,,60,65,,,대학물리학2
,0000-1-9884-04,정용환,,,,,,대학물리학2
,0000-1-9884-05,구제환,,60,65,,,대학물리학2
,0000-1-9884-06,이인숙,,,,,,대학물리학2
,0000-1-9884-07,엄화진,,,60,,,대학물리학2
,0000-1-9884-08,이재승,,37,25,,61,대학물리학2
,0000-1-9884-09,정란주,,,34,,,대학물리학2
,0000-1-9884-10,임준섭,,,34,,,대학물리학2
,0000-1-9884-11,김윤기,,,,,,대학물리학2
,0000-1-9884-12,김용철,,,35,,,대학물리학2
,0000-1-5221-01,최은하,,,49,,,일반물리및실험2
,0000-1-5221-02,정란주,,,57,,,일반물리및실험2
,0000-1-3417-01,박세규,,38,33,,30,대학화학및실험2
,0000-1-3417-02,손희상,,39,37,,31,대학화학및실험2
,0000-1-3417-03,양재규,,33,24,,,대학화학및실험2
,0000-1-7466-01,이혜정,,,,,,대학화학
,0000-1-7466-02,최한,,40,40,,,대학화학
,0000-1-7466-03,김진현,,,,,,대학화학
,0000-1-1224-01,손성윤,,46,57,,,일반화학및실험2
,0000-1-1224-02,손성윤,,46,57,,,일반화학및실험2
,0000-1-9777-01,정경화,,18,11,,9,글쓰기연습
,0000-1-9777-02,이광훈,,,15,,6,글쓰기연습
,0000-1-9777-03,박꽃새미,,,,,,글쓰기연습
